day	molecule	dose	Ly1_log2FC	Ly1_pinhib	Ly1_pval	Ly1_padj	Ly1_log10padj	HBL1_log2FC	HBL1_pinhib	HBL1_pval	HBL1_padj	HBL1_log10padj	highlight
D5	(-)-Neplanocin A	100	-3.36157366609144	0.0972893930192111	6.75803085427617e-39	6.29790960462333e-38	37.2008035771855	-0.0345705722691413	0.976322326334263	0.560363023168325	0.622941634892706	0.205552641673802	Hit: OCI-Ly1 only
D5	(-)-Neplanocin A	500	-5.14039167423194	0.0283522752593304	4.1910643987421e-108	7.06033156403477e-107	106.151174903332	-0.539632808356202	0.687945981323307	1.37588410205123e-61	1.58588746499589e-60	59.7997276335791	Hit: OCI-Ly1 only
D5	(-)-Neplanocin A	1000	-5.01227884291026	0.03098515847085	3.1248356198072e-120	6.51751429274073e-119	118.185918007762	-0.963717738443801	0.512733924909687	1.38017929925677e-06	8.16916936587115e-06	5.08782209991286	Hit: OCI-Ly1 only
D5	(+)-Abscisic Acid	100	-4.43784354704066	0.0461398285366569	3.53582966974268e-35	3.03665371636724e-34	33.5176047298616	-0.898086779268678	0.53659786543218	0.00154852145464399	0.00554233818027468	2.25630697813043	Hit: OCI-Ly1 only
D5	(+)-Abscisic Acid	500	-3.62691386434833	0.0809450200809874	3.33378426797743e-06	1.48999745854501e-05	4.82681447235338	-0.473187766849954	0.720371111972146	0.124241197934711	0.178418507198044	0.748560098630825	Hit: OCI-Ly1 only
D5	(+)-Abscisic Acid	1000	-4.74439025069895	0.0373075065068233	8.52560630964971e-43	8.48685355369676e-42	41.0712532917989	-0.619011623838016	0.65111684869504	0.0394184545736999	0.0753942493593037	1.12266177835789	Hit: OCI-Ly1 only
D5	(+)-JQ1	100	-1.09075673759123	0.469515035037212	2.5434162302718e-08	1.26592762370346e-07	6.89759112332714	-0.544461940249582	0.685647070038739	7.67105174384962e-08	4.79988666258019e-07	6.31876901729048	Hit: OCI-Ly1 only
D5	(+)-JQ1	500	-2.28713223748477	0.204882371522373	7.04831723406395e-08	3.38002021126187e-07	6.47108070279535	-2.2761216148448	0.206452012217841	7.6398144003639e-22	6.97133064033206e-21	20.1566843188032	Hit: Both
D5	(+)-JQ1	1000	-2.23243003640339	0.21279998637746	1.80257955073035e-101	2.81974944007105e-100	99.5497894809108	-3.14645733961676	0.11293328490356	1.77422529463222e-158	2.87818770018116e-157	156.540880887086	Hit: Both
D5	(±)-EX-527	100	0.941362998000818	1.92034164045519	9.92289111100884e-05	0.000362185525551823	3.44106890989877	0.319156142238937	1.24760059186133	0.0613299234316246	0.107450025852206	0.968793475682364	Not a hit
D5	(±)-EX-527	500	0.670741233415108	1.5918906451444	2.61680877595248e-11	1.48852239463271e-10	9.8272446270621	0.278422616781729	1.21286805929786	0.0747583724187134	0.123253915247532	0.909199276161145	Not a hit
D5	(±)-EX-527	1000	0.451501576712626	1.36746279028798	0.0366619793916607	0.0524769508939457	1.28003140702424	0.0524980068395129	1.03705902375672	0.53663961201444	0.602687564262371	0.219907769587256	Not a hit
D5	(−)-JQ1	100	1.01466695803725	2.02043642724957	1.35578334747119e-53	1.48458276548095e-52	51.828395585478	0.455110149696047	1.37088746817551	0.0058939297212544	0.0183088029638966	1.73734004909909	Not a hit
D5	(−)-JQ1	500	0.49171945957345	1.4061197451786	0.202873348094115	0.234455214947816	0.62994010287876	0.345289115594049	1.27040554586876	0.00618665690394002	0.0188177480828176	1.7254323497569	Not a hit
D5	(−)-JQ1	1000	0.744837170705579	1.67578512173343	0.0017450105640339	0.00454949182765981	2.34203711076453	0.142559611177061	1.10386183718848	0.0731854689638409	0.122816993893342	0.910741536749574	Not a hit
D5	(R)-PFI-2 (hydrochloride)	100	0.225634699595678	1.16929155382242	0.103921311434964	0.131553567654665	0.880897369610017	0.0313003591242838	1.02193281990981	0.811787912071722	0.850629438965106	0.0702595911037046	Not a hit
D5	(R)-PFI-2 (hydrochloride)	500	0.224984312349695	1.16876453952118	0.00634227156595692	0.0124014060084336	1.90652907394354	0.289825073861651	1.22249204208378	0.000326978265967896	0.00140408314209744	2.85260717490917	Not a hit
D5	(R)-PFI-2 (hydrochloride)	1000	-0.0848315867220336	0.942894598472991	0.481537633469794	0.508225261348843	0.293943752131478	-0.047236936797599	0.96778807199984	0.679051066233154	0.735477265873182	0.133430747081144	Not a hit
D5	(S)-HDAC-42	100	-0.49120571075558	0.711430282084516	0.00388312876876487	0.00850405200359507	2.07037409269862	-0.413625905830295	0.75073419063713	0.0527483564979223	0.0957278155514337	1.01896185130079	Not a hit
D5	(S)-HDAC-42	500	-1.86612070981381	0.274310032005552	1.26035401349288e-31	1.04157558096204e-30	29.9823092103981	-3.74367601681079	0.0746519617542204	2.2377263710896e-173	3.92049660214898e-172	171.406658918206	Hit: Both
D5	(S)-HDAC-42	1000	-3.53882865007949	0.0860411936666035	1.02907445198612e-116	1.95971569552139e-115	114.707806929063	-7.14215132474238	0.00707942879022751	9.08179382062131e-194	3.83994619622118e-192	191.415674860749	Hit: Both
D5	2,4-DPD	100	0.923043437202884	1.8961110182189	2.86792972159844e-05	0.000114195747096374	3.9423500698815	0.300677637562188	1.23172282086369	0.0158760253858888	0.039286435700674	1.40575737118175	Not a hit
D5	2,4-DPD	500	0.760363778886144	1.69391769613808	4.86150463985756e-10	2.66167379032201e-09	8.57484517190575	0.206162776844364	1.15361575823464	0.154213865501053	0.213752130029941	0.670089548854104	Not a hit
D5	2,4-DPD	1000	0.575648475559232	1.49034720727422	0.0607157586994767	0.0825885164918348	1.08308033489435	-0.0400981296296446	0.972588791349442	0.624266235583901	0.685284739813906	0.164128939112714	Not a hit
D5	2,4-Pyridinedicarboxylic Acid (hydrate)	100	0.964674891607917	1.95162367757047	0.00139459488904669	0.00377057136668179	2.4235928347822	0.161945461245087	1.11879480600638	0.0330354528131258	0.0670665662261554	1.1734939287452	Not a hit
D5	2,4-Pyridinedicarboxylic Acid (hydrate)	500	0.530927015568378	1.44485730225646	0.102624007516993	0.130666614222218	0.883835362007924	0.168196088550821	1.12365261752364	0.242861542521516	0.310126401237388	0.50846126045197	Not a hit
D5	2,4-Pyridinedicarboxylic Acid (hydrate)	1000	0.753277816878881	1.68561822386195	0.0351871517159524	0.0508645955497926	1.29358440444829	0.0376306119075277	1.02642670545577	0.554827979531981	0.618357900852437	0.208760085793892	Not a hit
D5	2',3',5'-triacetyl-5-Azacytidine	100	0.823586413361005	1.76980009648515	0.00204751931455793	0.00506674271060098	2.2952711486407	0.0640126980779226	1.0453693011257	0.183132507475444	0.242003024211002	0.616179206788396	Not a hit
D5	2',3',5'-triacetyl-5-Azacytidine	500	0.757915217547908	1.69104519465949	0.000571516906488099	0.00180089500030063	2.74451160762432	0.148453757530733	1.10838090184428	0.271545245641837	0.338851332168446	0.469990802624611	Not a hit
